"id","is_free","download_count","play_count","created_at","is_visible","grade","playtime"
986,True,124,3213,"2018-12-21 02:07:24.835214",True,"2.3.F",0
987,True,572,11783,"2018-12-21 02:07:24.891068",True,"2.3.F",0
988,True,26,677,"2018-12-21 02:07:24.941551",True,"2.3.F",15
989,True,49,981,"2018-12-21 02:07:25.032134",True,"2.3.F",10
990,True,8,457,"2018-12-21 02:07:25.116144",True,"2.3.F",3
991,True,2,280,"2018-12-21 02:07:25.173394",True,"2.3.F",11
992,True,9,179,"2018-12-21 02:07:25.246549",True,"2.3.F",8
993,True,50,979,"2018-12-21 02:07:25.486852",True,"2.3.F",1
994,True,30,635,"2018-12-21 02:07:25.542794",True,"2.3.F",2
995,True,39,846,"2018-12-21 02:07:25.63361",True,"2.3.F",3
996,True,19,373,"2018-12-21 02:07:25.72156",True,"2.3.F",4
997,True,1,72,"2018-12-21 02:07:25.792471",True,"2.3.F",5
998,True,5,292,"2018-12-21 02:07:25.847636",True,"2.3.F",7
999,True,64,1940,"2018-12-21 02:07:25.909704",True,"2.3.F",6
1000,True,4,112,"2018-12-21 02:07:25.965238",True,"2.3.F",20
1001,True,138,2350,"2018-12-21 02:07:26.073762",True,"2.3.F",2
1002,True,8,329,"2018-12-21 02:07:26.133381",True,"2.3.F",4
1003,True,0,70,"2018-12-21 02:07:26.202808",True,"2.3.F",7
1004,True,2,131,"2018-12-21 02:07:26.430858",True,"2.3.F",5
1005,True,47,718,"2018-12-21 02:07:26.499914",True,"2.3.F",3
1006,True,23,709,"2018-12-21 02:07:26.577679",True,"2.3.F",4
1007,True,39,1036,"2018-12-21 02:07:26.655229",True,"2.3.F",0
1008,True,11,289,"2018-12-21 02:07:26.728787",True,"2.3.F",2
1009,True,4,342,"2018-12-21 02:07:26.790246",True,"2.3.F",5
1010,True,9,236,"2018-12-21 02:07:26.854457",True,"2.3.F",1
1011,True,3,690,"2018-12-21 02:07:26.933913",True,"2.3.F",1
1012,True,13,757,"2018-12-21 02:07:27.099925",True,"2.3.F",0
1013,True,9,681,"2018-12-21 02:07:27.16147",True,"2.3.F",0
1014,True,6,539,"2018-12-21 02:07:27.230921",True,"2.3.F",0
1015,True,10,468,"2018-12-21 02:07:27.29057",True,"2.3.F",1
1016,True,18,472,"2018-12-21 02:07:27.360076",True,"2.3.F",2
1017,True,40,623,"2018-12-21 02:07:27.436423",True,"2.3.F",1
1018,True,18,422,"2018-12-21 02:07:27.500502",True,"2.3.F",21
1019,True,40,579,"2018-12-21 02:07:27.573477",True,"2.3.F",6
1020,True,2,251,"2018-12-21 02:07:27.631322",True,"2.3.F",1
1021,True,7,209,"2018-12-21 02:07:27.684898",True,"2.3.F",12
1022,True,14,476,"2018-12-21 02:07:27.758889",True,"2.3.F",2
1023,True,8,148,"2018-12-21 02:07:27.823099",True,"2.3.F",3
1024,True,79,1159,"2018-12-21 02:07:27.894856",True,"2.3.F",21
1025,True,24,599,"2018-12-21 02:07:27.964333",True,"2.3.F",1
1026,True,25,630,"2018-12-21 02:07:28.019962",True,"2.3.F",6
1027,True,31,619,"2018-12-21 02:07:28.089598",True,"2.3.F",22
1028,True,59,1297,"2018-12-21 02:07:28.183518",True,"2.3.F",1
1029,True,9,286,"2018-12-21 02:07:28.241522",True,"2.3.F",7
1030,True,18,567,"2018-12-21 02:07:28.317879",True,"2.3.F",4
1031,True,46,1697,"2018-12-21 02:07:28.379784",True,"2.3.F",2
1032,True,10,428,"2018-12-21 02:07:28.512583",True,"2.3.F",5
1033,True,41,728,"2018-12-21 02:07:28.593497",True,"2.3.F",6
1034,True,19,387,"2018-12-21 02:07:28.655387",True,"2.3.F",4
1035,True,4,357,"2018-12-21 02:07:28.712955",True,"2.3.F",3
1036,True,4,239,"2018-12-21 02:07:28.766222",True,"2.3.F",3
1037,True,3,149,"2018-12-21 02:07:28.829385",True,"2.3.F",2
1038,True,16,524,"2018-12-21 02:07:28.90338",True,"2.3.F",4
1039,True,36,682,"2018-12-21 02:07:28.961138",True,"2.3.F",6
1040,True,25,408,"2018-12-21 02:07:29.046594",True,"2.3.F",2
1041,True,97,2529,"2018-12-21 02:07:29.123284",True,"2.3.F",0
1042,True,4,119,"2018-12-21 02:07:29.181869",True,"2.3.F",1
1043,True,46,1314,"2018-12-21 02:07:29.244372",True,"2.3.F",5
1044,True,4,280,"2018-12-21 02:07:29.314853",True,"2.3.F",3
1045,True,16,305,"2018-12-21 02:07:29.381111",True,"2.3.F",3
1046,True,4,370,"2018-12-21 02:07:29.532072",True,"2.3.F",2
1047,True,132,2277,"2018-12-21 02:07:29.602147",True,"2.3.F",1
1048,True,1,202,"2018-12-21 02:07:29.661841",True,"2.3.F",4
1049,True,48,806,"2018-12-21 02:07:29.715208",True,"2.3.F",7
1050,True,19,563,"2018-12-21 02:07:29.794836",True,"2.3.F",9
1051,True,0,54,"2018-12-21 02:07:29.858932",True,"2.3.F",8
1052,True,139,2520,"2018-12-21 02:07:29.925231",True,"2.3.F",28
1053,True,1,59,"2018-12-21 02:07:30.180403",True,"2.3.F",6
1054,True,4,326,"2018-12-21 02:07:30.243598",True,"2.3.F",6
1055,True,86,1547,"2018-12-21 02:07:30.321015",True,"2.3.F",20
1056,True,4,273,"2018-12-21 02:07:30.399303",True,"2.3.F",5
1057,True,60,815,"2018-12-21 02:07:30.490259",True,"2.3.F",5
1058,True,4,632,"2018-12-21 02:07:30.565175",True,"2.3.F",6
1059,True,47,796,"2018-12-21 02:07:30.626879",True,"2.3.F",3
1060,True,138,2154,"2018-12-21 02:07:30.683586",True,"2.3.F",7
1061,True,47,908,"2018-12-21 02:07:30.780525",True,"2.3.F",6
1062,True,64,1569,"2018-12-21 02:07:30.836521",True,"2.3.F",3
1063,True,10,321,"2018-12-21 02:07:30.930218",True,"2.3.F",2
1064,True,8,258,"2018-12-21 02:07:31.003251",True,"2.3.F",18
1065,True,41,1662,"2018-12-21 02:07:31.078837",True,"2.3.F",1
1066,True,9,227,"2018-12-21 02:07:31.140417",True,"2.3.F",4
1067,True,96,1666,"2018-12-21 02:07:31.209607",True,"2.3.F",3
1068,True,36,727,"2018-12-21 02:07:31.277991",True,"2.3.F",30
1069,True,298,5830,"2018-12-21 02:07:31.372452",True,"2.3.F",2
1070,True,2,167,"2018-12-21 02:07:32.456854",True,"2.3.F",10
1071,True,76,1217,"2018-12-21 02:07:32.520674",True,"2.3.F",5
1072,True,154,2283,"2018-12-21 02:07:32.587472",True,"2.3.F",3
1073,True,1,354,"2018-12-21 02:07:32.647749",True,"2.3.F",2
1074,True,74,1605,"2018-12-21 02:07:32.710768",True,"2.3.F",1
1075,True,8,327,"2018-12-21 02:07:32.770735",True,"2.3.F",6
1076,True,9,370,"2018-12-21 02:07:32.829122",True,"2.3.F",10
1077,True,11,270,"2018-12-21 02:07:32.892548",True,"2.3.F",4
1078,True,33,564,"2018-12-21 02:07:32.953043",True,"2.3.F",3
1079,True,19,718,"2018-12-21 02:07:33.026391",True,"2.3.F",10
1080,True,3,175,"2018-12-21 02:07:33.096896",True,"2.3.F",3
1081,True,5,412,"2018-12-21 02:07:33.172494",True,"2.3.F",13
1082,True,274,4549,"2018-12-21 02:07:33.255851",True,"2.3.F",31
1083,True,10,263,"2018-12-21 02:07:33.336506",True,"2.3.F",5
1084,True,45,1203,"2018-12-21 02:07:33.394186",True,"2.3.F",1
1085,True,139,2211,"2018-12-21 02:07:33.447488",True,"2.3.F",14
1086,True,17,552,"2018-12-21 02:07:33.511992",True,"2.3.F",8
1087,True,17,819,"2018-12-21 02:07:33.57319",True,"2.3.F",1
1088,True,17,691,"2018-12-21 02:07:33.64092",True,"2.3.F",2
1089,True,112,1931,"2018-12-21 02:07:33.693576",True,"2.3.F",2
1090,True,337,5739,"2018-12-21 02:07:33.752487",True,"2.3.F",10
1091,True,372,6298,"2018-12-21 02:07:33.836445",True,"2.3.F",6
1092,True,15,377,"2018-12-21 02:07:33.899309",True,"2.3.F",5
1093,True,7,162,"2018-12-21 02:07:33.956415",True,"2.3.F",5
1094,True,3,326,"2018-12-21 02:07:34.083254",True,"2.3.F",2
1095,True,5,144,"2018-12-21 02:07:34.152812",True,"2.3.F",6
1096,True,25,581,"2018-12-21 02:07:34.225177",True,"2.3.F",14
1097,True,1,115,"2018-12-21 02:07:34.286953",True,"2.3.F",10
1098,True,10,450,"2018-12-21 02:07:34.349453",True,"2.3.F",0
1099,True,5,151,"2018-12-21 02:07:34.40792",True,"2.3.F",1
1100,True,13,458,"2018-12-21 02:07:34.475167",True,"2.3.F",6
1101,True,20,407,"2018-12-21 02:07:34.533148",True,"2.3.F",2
1102,True,59,1607,"2018-12-21 02:07:34.592152",True,"2.3.F",2
1103,True,29,688,"2018-12-21 02:07:34.809841",True,"2.3.F",4
1104,True,6,116,"2018-12-21 02:07:34.859999",True,"2.3.F",2
1105,True,27,447,"2018-12-21 02:07:34.922891",True,"2.3.F",4
1106,True,703,10612,"2018-12-21 02:07:35.012517",True,"2.3.F",13
1107,True,2,133,"2018-12-21 02:07:35.082944",True,"2.3.F",3
1108,True,12,345,"2018-12-21 02:07:35.150934",True,"2.3.F",13
1109,True,40,711,"2018-12-21 02:07:35.224466",True,"2.3.F",1
1110,True,36,1000,"2018-12-21 02:07:35.287143",True,"2.3.F",2
1111,True,19,368,"2018-12-21 02:07:35.369058",True,"2.3.F",1
1112,True,28,950,"2018-12-21 02:07:35.442114",True,"2.3.F",3
1113,True,33,1116,"2018-12-21 02:07:35.504968",True,"2.3.F",1
1114,True,7,351,"2018-12-21 02:07:35.581723",True,"2.3.F",2
1115,True,9,308,"2018-12-21 02:07:35.639954",True,"2.3.F",3
1116,True,5,303,"2018-12-21 02:07:35.704733",True,"2.3.F",9
1117,True,13,449,"2018-12-21 02:07:35.762177",True,"2.3.F",5
1118,True,459,7111,"2018-12-21 02:07:35.826567",True,"2.3.F",1
1119,True,34,895,"2018-12-21 02:07:35.901954",True,"2.3.F",1
1120,True,55,1686,"2018-12-21 02:07:35.972922",True,"2.3.F",1
1121,True,5,402,"2018-12-21 02:07:36.040432",True,"2.3.F",2
1122,True,8,529,"2018-12-21 02:07:36.107117",True,"2.3.F",2
1123,True,34,839,"2018-12-21 02:07:36.172997",True,"2.3.F",1
1124,True,1,332,"2018-12-21 02:07:36.226044",True,"2.3.F",2
1125,True,0,295,"2018-12-21 02:07:36.294786",True,"2.3.F",3
1126,True,36,1840,"2018-12-21 02:07:36.34626",True,"2.3.F",1
1127,True,10,251,"2018-12-21 02:07:36.403598",True,"2.3.F",3
1128,True,68,1701,"2018-12-21 02:07:36.464559",True,"2.3.F",1
1129,True,20,1101,"2018-12-21 02:07:36.543113",True,"2.3.F",1
1130,True,119,2546,"2018-12-21 02:07:36.59947",True,"2.3.F",1
1131,True,163,2979,"2018-12-21 02:07:36.657883",True,"2.3.F",8
1132,True,5,243,"2018-12-21 02:07:36.716531",True,"2.3.F",2
1133,True,1,241,"2018-12-21 02:07:36.781351",True,"2.3.F",2
1134,True,43,1055,"2018-12-21 02:07:36.834169",True,"2.3.F",1
1135,True,14,399,"2018-12-21 02:07:36.896188",True,"2.3.F",1
1136,True,6,145,"2018-12-21 02:07:36.961851",True,"2.3.F",7
1137,True,23,385,"2018-12-21 02:07:37.042529",True,"2.3.F",2
1138,True,18,677,"2018-12-21 02:07:37.107384",True,"2.3.F",4
1139,True,40,1100,"2018-12-21 02:07:37.168744",True,"2.3.F",1
1140,True,14,555,"2018-12-21 02:07:37.226219",True,"2.3.F",7
1141,True,29,628,"2018-12-21 02:07:37.306651",True,"2.3.F",1
1142,True,32,816,"2018-12-21 02:07:37.388564",True,"2.3.F",4
1143,True,4,411,"2018-12-21 02:07:37.453122",True,"2.3.F",10
1144,True,11,458,"2018-12-21 02:07:37.518096",True,"2.3.F",2
1145,True,39,878,"2018-12-21 02:07:37.57437",True,"2.3.F",1
1146,True,8,231,"2018-12-21 02:07:37.626984",True,"2.3.F",4
1147,True,4,249,"2018-12-21 02:07:37.689749",True,"2.3.F",16
1148,True,2,207,"2018-12-21 02:07:37.758893",True,"2.3.F",2
1149,True,18,476,"2018-12-21 02:07:37.849483",True,"2.3.F",4
1150,True,3,290,"2018-12-21 02:07:37.91028",True,"2.3.F",1
1151,True,14,410,"2018-12-21 02:07:37.96612",True,"2.3.F",1
1152,True,7,303,"2018-12-21 02:07:38.041764",True,"2.3.F",3
1153,True,2,158,"2018-12-21 02:07:38.280762",True,"2.3.F",1
1154,True,100,1573,"2018-12-21 02:07:38.36281",True,"2.3.F",3
1155,True,3,169,"2018-12-21 02:07:38.932125",True,"2.3.F",1
1156,True,137,2284,"2018-12-21 02:07:39.041255",True,"2.3.F",3
1157,True,27,756,"2018-12-21 02:07:39.198207",True,"2.3.F",1
1158,True,19,569,"2018-12-21 02:07:39.270568",True,"2.3.F",4
1159,True,2,164,"2018-12-21 02:07:39.347555",True,"2.3.F",2
1160,True,0,151,"2018-12-21 02:07:39.407149",True,"2.3.F",3
1161,True,27,696,"2018-12-21 02:07:39.552747",True,"2.3.F",1
1162,True,124,2308,"2018-12-21 02:07:39.640493",True,"2.3.F",2
1163,True,13,400,"2018-12-21 02:07:39.707272",True,"2.3.F",3
1164,True,30,573,"2018-12-21 02:07:39.767913",True,"2.3.F",5
1165,True,0,145,"2018-12-21 02:07:39.832721",True,"2.3.F",3
1166,True,21,631,"2018-12-21 02:07:39.883454",True,"2.3.F",1
1167,True,1,161,"2018-12-21 02:07:39.941183",True,"2.3.F",3
1168,True,194,3745,"2018-12-21 02:07:40.039505",True,"2.3.F",1
1169,True,4,261,"2018-12-21 02:07:40.121031",True,"2.3.F",6
1170,True,2,155,"2018-12-21 02:07:40.250455",True,"2.3.F",1
1171,True,10,369,"2018-12-21 02:07:40.323851",True,"2.3.F",1
1172,True,33,765,"2018-12-21 02:07:40.386092",True,"2.3.F",6
1173,True,49,1329,"2018-12-21 02:07:40.456276",True,"2.3.F",4
1174,True,47,999,"2018-12-21 02:07:40.524946",True,"2.3.F",0
1175,True,34,704,"2018-12-21 02:07:40.828888",True,"2.3.F",1
1176,True,27,502,"2018-12-21 02:07:40.922057",True,"2.3.F",3
1177,True,9,190,"2018-12-21 02:07:41.053897",True,"2.3.F",2
1178,True,36,538,"2018-12-21 02:07:41.112742",True,"2.3.F",3
1179,True,19,511,"2018-12-21 02:07:41.167591",True,"2.3.F",19
1180,True,1,299,"2018-12-21 02:07:41.240025",True,"2.3.F",2
1181,True,11,407,"2018-12-21 02:07:41.30268",True,"2.3.F",6
1182,True,4,335,"2018-12-21 02:07:41.377402",True,"2.3.F",1
1183,True,45,983,"2018-12-21 02:07:41.454987",True,"2.3.F",3
1184,True,1019,13598,"2018-12-21 02:07:41.52882",True,"2.3.F",0
1185,True,11,310,"2018-12-21 02:07:41.588016",True,"2.3.F",1
1186,True,9,393,"2018-12-21 02:07:41.650111",True,"2.3.F",1
1187,True,97,1584,"2018-12-21 02:07:41.705038",True,"2.3.F",1
1188,True,8,179,"2018-12-21 02:07:41.781403",True,"2.3.F",4
1189,True,8,280,"2018-12-21 02:07:41.839756",True,"2.3.F",1
1190,True,34,688,"2018-12-21 02:07:41.902709",True,"2.3.F",21
1191,True,5,189,"2018-12-21 02:07:41.970999",True,"2.3.F",1
1192,True,6,405,"2018-12-21 02:07:42.026001",True,"2.3.F",4
1193,True,17,411,"2018-12-21 02:07:42.082676",True,"2.3.F",3
1194,True,35,949,"2018-12-21 02:07:42.151203",True,"2.3.F",1
1195,True,0,87,"2018-12-21 02:07:42.204747",True,"2.3.F",5
1196,True,10,432,"2018-12-21 02:07:42.263359",True,"2.3.F",1
1197,True,6,359,"2018-12-21 02:07:42.320539",True,"2.3.F",1
1198,True,0,275,"2018-12-21 02:07:42.405962",True,"2.3.F",2
1199,True,6,263,"2018-12-21 02:07:42.466806",True,"2.3.F",1
1200,True,9,220,"2018-12-21 02:07:42.52203",True,"2.3.F",2
1201,True,32,992,"2018-12-21 02:07:42.610678",True,"2.3.F",2
1202,True,32,1007,"2018-12-21 02:07:42.674065",True,"2.3.F",1
1203,True,26,589,"2018-12-21 02:07:42.760211",True,"2.3.F",1
1204,True,20,432,"2018-12-21 02:07:42.812995",True,"2.3.F",5
1205,True,10,454,"2018-12-21 02:07:42.872168",True,"2.3.F",1
1206,True,7,259,"2018-12-21 02:07:42.93483",True,"2.3.F",28
1207,True,290,5062,"2018-12-21 02:07:43.003445",True,"2.3.F",2
1208,True,54,1238,"2018-12-21 02:07:43.068113",True,"2.3.F",1
1209,True,6,248,"2018-12-21 02:07:43.293717",True,"2.3.F",7
1210,True,21,372,"2018-12-21 02:07:43.370713",True,"2.3.F",7
1211,True,13,308,"2018-12-21 02:07:43.448441",True,"2.3.F",2
1212,True,32,516,"2018-12-21 02:07:43.508932",True,"2.3.F",22
1213,True,14,382,"2018-12-21 02:07:43.757141",True,"2.3.F",2
1214,True,0,166,"2018-12-21 02:07:43.818197",True,"2.3.F",4
1215,True,3,133,"2018-12-21 02:07:43.873419",True,"2.3.F",11
1216,True,5,393,"2018-12-21 02:07:43.946442",True,"2.3.F",1
1217,True,9,192,"2018-12-21 02:07:44.012456",True,"2.3.F",17
1218,True,23,442,"2018-12-21 02:07:44.103312",True,"2.3.F",1
1219,True,1,252,"2018-12-21 02:07:44.159719",True,"2.3.F",1
1220,True,1,125,"2018-12-21 02:07:44.217643",True,"2.3.F",2
1221,True,35,603,"2018-12-21 02:07:44.273363",True,"2.3.F",1
1222,True,5,218,"2018-12-21 02:07:44.33038",True,"2.3.F",2
1223,True,30,646,"2018-12-21 02:07:44.498538",True,"2.3.F",19
1224,True,27,462,"2018-12-21 02:07:44.577539",True,"2.3.F",6
1225,True,9,214,"2018-12-21 02:07:44.640635",True,"2.3.F",6
1226,True,26,582,"2018-12-21 02:07:44.722288",True,"2.3.F",2
1227,True,43,697,"2018-12-21 02:07:44.791222",True,"2.3.F",16
1228,True,13,318,"2018-12-21 02:07:44.852584",True,"2.3.F",8
1229,True,2,362,"2018-12-21 02:07:44.922551",True,"2.3.F",1
1230,True,33,567,"2018-12-21 02:07:44.985332",True,"2.3.F",2
1231,True,1,256,"2018-12-21 02:07:45.051376",True,"2.3.F",1
1232,True,12,391,"2018-12-21 02:07:45.115112",True,"2.3.F",32
1233,True,24,876,"2018-12-21 02:07:45.218689",True,"2.3.F",5
1234,True,30,588,"2018-12-21 02:07:45.27325",True,"2.3.F",1
1235,True,12,587,"2018-12-21 02:07:45.330053",True,"2.3.F",1
1236,True,13,715,"2018-12-21 02:07:45.411423",True,"2.3.F",2
1237,True,0,235,"2018-12-21 02:07:45.467651",True,"2.3.F",2
1238,True,1160,12958,"2018-12-21 02:07:45.519551",True,"2.3.F",1
1239,True,61,1096,"2018-12-21 02:07:45.57983",True,"2.3.F",8
1240,True,0,93,"2018-12-21 02:07:45.636877",True,"2.3.F",4
1241,True,0,90,"2018-12-21 02:07:45.700072",True,"2.3.F",4
1242,True,0,125,"2018-12-21 02:07:45.767683",True,"2.3.F",3
1243,True,0,147,"2018-12-21 02:07:45.835716",True,"2.3.F",3
1244,True,82,1310,"2018-12-21 02:07:45.906303",True,"2.3.F",9
1245,True,91,2004,"2018-12-21 02:07:45.971632",True,"2.3.F",2
1246,True,1,94,"2018-12-21 02:07:46.041587",True,"2.3.F",1
1247,True,0,212,"2018-12-21 02:07:46.096314",True,"2.3.F",1
1248,True,4,190,"2018-12-21 02:07:46.161728",True,"2.3.F",41
1249,True,3,210,"2018-12-21 02:07:46.262097",True,"2.3.F",5
1250,True,7,432,"2018-12-21 02:07:46.317912",True,"2.3.F",1
1251,True,9,178,"2018-12-21 02:07:46.374419",True,"2.3.F",8
1252,True,16,296,"2018-12-21 02:07:46.431689",True,"2.3.F",1
1253,True,4,221,"2018-12-21 02:07:46.495318",True,"2.3.F",7
1254,True,1,205,"2018-12-21 02:07:46.55363",True,"2.3.F",8
1255,True,47,1403,"2018-12-21 02:07:46.616434",True,"2.3.F",1
1256,True,69,1084,"2018-12-21 02:07:46.67499",True,"2.3.F",43
1257,True,21,468,"2018-12-21 02:07:46.767052",True,"2.3.F",5
1258,True,9,353,"2018-12-21 02:07:46.828469",True,"2.3.F",1
1259,True,2,295,"2018-12-21 02:07:46.902122",True,"2.3.F",2
1260,True,1,426,"2018-12-21 02:07:46.964177",True,"2.3.F",2
1261,True,32,676,"2018-12-21 02:07:47.022351",True,"2.3.F",14
1262,True,16,376,"2018-12-21 02:07:47.107494",True,"2.3.F",3
1263,True,29,994,"2018-12-21 02:07:47.173841",True,"2.3.F",1
1264,True,2,449,"2018-12-21 02:07:47.227288",True,"2.3.F",5
1265,True,54,977,"2018-12-21 02:07:47.298413",True,"2.3.F",2
1266,True,114,1889,"2018-12-21 02:07:47.359347",True,"2.3.F",5
1267,True,17,387,"2018-12-21 02:07:47.414121",True,"2.3.F",6
1268,True,31,819,"2018-12-21 02:07:47.471964",True,"2.3.F",3
1269,True,32,628,"2018-12-21 02:07:47.707581",True,"2.3.F",6
1270,True,4,415,"2018-12-21 02:07:47.774644",True,"2.3.F",1
1271,True,2,266,"2018-12-21 02:07:47.831301",True,"2.3.F",3
1272,True,7,298,"2018-12-21 02:07:47.898645",True,"2.3.F",2
1273,True,83,1579,"2018-12-21 02:07:47.964981",True,"2.3.F",1
1274,True,26,694,"2018-12-21 02:07:48.032971",True,"2.3.F",1
1275,True,31,734,"2018-12-21 02:07:48.093487",True,"2.3.F",0
1276,True,70,1029,"2018-12-21 02:07:48.149367",True,"2.3.F",3
1277,True,1,233,"2018-12-21 02:07:48.206147",True,"2.3.F",2
1278,True,34,832,"2018-12-21 02:07:48.269543",True,"2.3.F",1
1279,True,1,151,"2018-12-21 02:07:48.347534",True,"2.3.F",2
1280,True,132,2122,"2018-12-21 02:07:48.426106",True,"2.3.F",6
1281,True,60,902,"2018-12-21 02:07:48.502787",True,"2.3.F",14
1282,True,18,584,"2018-12-21 02:07:48.58502",True,"2.3.F",24
1283,True,42,762,"2018-12-21 02:07:48.671585",True,"2.3.F",19
1284,True,8,446,"2018-12-21 02:07:48.755509",True,"2.3.F",20
1285,True,0,158,"2018-12-21 02:07:48.839588",True,"2.3.F",6
1286,True,24,870,"2018-12-21 02:07:48.915572",True,"2.3.F",1
1287,True,23,632,"2018-12-21 02:07:48.996142",True,"2.3.F",1
1288,True,50,944,"2018-12-21 02:07:49.072072",True,"2.3.F",6
1289,True,13,711,"2018-12-21 02:07:49.18615",True,"2.3.F",1
1290,True,16,771,"2018-12-21 02:07:49.263423",True,"2.3.F",1
1291,True,6,774,"2018-12-21 02:07:49.336266",True,"2.3.F",1
1292,True,10,567,"2018-12-21 02:07:49.404323",True,"2.3.F",5
1293,True,14,629,"2018-12-21 02:07:49.476062",True,"2.3.F",1
1294,True,3,100,"2018-12-21 02:07:49.551993",True,"2.3.F",4
1295,True,41,788,"2018-12-21 02:07:49.619502",True,"2.3.F",1
1296,True,106,1671,"2018-12-21 02:07:49.681162",True,"2.3.F",12
1297,True,25,435,"2018-12-21 02:07:49.75495",True,"2.3.F",5
1298,True,12,296,"2018-12-21 02:07:49.819892",True,"2.3.F",2
1299,True,47,1120,"2018-12-21 02:07:49.883671",True,"2.3.F",12
1300,True,306,6676,"2018-12-21 02:07:49.98462",True,"2.3.F",6
1301,True,6,134,"2018-12-21 02:07:50.056259",True,"2.3.F",4
1302,True,86,1542,"2018-12-21 02:07:50.128221",True,"2.3.F",5
1303,True,27,590,"2018-12-21 02:07:50.198964",True,"2.3.F",4
1304,True,13,281,"2018-12-21 02:07:50.260258",True,"2.3.F",10
1305,True,30,998,"2018-12-21 02:07:50.342166",True,"2.3.F",4
1306,True,84,1334,"2018-12-21 02:07:50.416141",True,"2.3.F",7
1307,True,19,548,"2018-12-21 02:07:50.48468",True,"2.3.F",8
1308,True,4,415,"2018-12-21 02:07:50.562139",True,"2.3.F",2
1309,True,40,771,"2018-12-21 02:07:50.627931",True,"2.3.F",43
1310,True,1,469,"2018-12-21 02:07:50.738003",True,"2.3.F",1
1311,True,7,472,"2018-12-21 02:07:50.807921",True,"2.3.F",5
1312,True,14,283,"2018-12-21 02:07:50.882609",True,"2.3.F",4
1313,True,201,3533,"2018-12-21 02:07:51.228073",True,"2.3.F",3
1314,True,3,420,"2018-12-21 02:07:51.291229",True,"2.3.F",9
1315,True,3,449,"2018-12-21 02:07:51.376881",True,"2.3.F",1
1316,True,52,1152,"2018-12-21 02:07:51.450179",True,"2.3.F",6
1317,True,2,285,"2018-12-21 02:07:51.520354",True,"2.3.F",5
1318,True,13,276,"2018-12-21 02:07:51.588096",True,"2.3.F",41
1319,True,9,293,"2018-12-21 02:07:51.681754",True,"2.3.F",10
1320,True,439,7447,"2018-12-21 02:07:51.763305",True,"2.3.F",2
1321,True,17,674,"2018-12-21 02:07:51.831438",True,"2.3.F",5
1322,True,4,313,"2018-12-21 02:07:51.903764",True,"2.3.F",8
1323,True,91,1532,"2018-12-21 02:07:51.975687",True,"2.3.F",11
1324,True,18,653,"2018-12-21 02:07:52.055563",True,"2.3.F",5
1325,True,122,2477,"2018-12-21 02:07:52.45524",True,"2.3.F",0
1326,True,9,309,"2018-12-21 02:07:52.514996",True,"2.3.F",10
1327,True,2,185,"2018-12-21 02:07:52.586867",True,"2.3.F",10
1328,True,50,827,"2018-12-21 02:07:52.668047",True,"2.3.F",4
1329,True,4,267,"2018-12-21 02:07:52.750853",True,"2.3.F",1
1330,True,5,204,"2018-12-21 02:07:52.81613",True,"2.3.F",7
1331,True,12,363,"2018-12-21 02:07:52.892368",True,"2.3.F",4
1332,True,2,235,"2018-12-21 02:07:52.960181",True,"2.3.F",1
1333,True,9,295,"2018-12-21 02:07:53.032132",True,"2.3.F",1
1334,True,50,1081,"2018-12-21 02:07:53.091203",True,"2.3.F",10
1335,True,21,635,"2018-12-21 02:07:53.192121",True,"2.3.F",5
1336,True,13,334,"2018-12-21 02:07:53.264178",True,"2.3.F",14
1337,True,19,370,"2018-12-21 02:07:53.335469",True,"2.3.F",22
1338,True,14,463,"2018-12-21 02:07:53.423671",True,"2.3.F",1
1339,True,29,544,"2018-12-21 02:07:53.485428",True,"2.3.F",2
1340,True,22,437,"2018-12-21 02:07:53.556795",True,"2.3.F",1
1341,True,59,1080,"2018-12-21 02:07:53.642021",True,"2.3.F",1
1342,True,44,710,"2018-12-21 02:07:53.711093",True,"2.3.F",13
1343,True,27,620,"2018-12-21 02:07:53.821419",True,"2.3.F",12
1344,True,7,308,"2018-12-21 02:07:53.897384",True,"2.3.F",2
1345,True,1,291,"2018-12-21 02:07:53.968105",True,"2.3.F",1
1346,True,14,587,"2018-12-21 02:07:54.036137",True,"2.3.F",1
1347,True,3,358,"2018-12-21 02:07:54.104124",True,"2.3.F",1
1348,True,9,218,"2018-12-21 02:07:54.167534",True,"2.3.F",1
1349,True,3,163,"2018-12-21 02:07:54.227964",True,"2.3.F",5
1350,True,41,728,"2018-12-21 02:07:54.297785",True,"2.3.F",6
1351,True,7,438,"2018-12-21 02:07:54.362929",True,"2.3.F",20
1352,True,25,443,"2018-12-21 02:07:54.43543",True,"2.3.F",2
1353,True,2,94,"2018-12-21 02:07:54.54001",True,"2.3.F",1
1354,True,9,286,"2018-12-21 02:07:54.604009",True,"2.3.F",1
1355,True,278,4274,"2018-12-21 02:07:54.708048",True,"2.3.F",26
1356,True,18,472,"2018-12-21 02:07:54.791659",True,"2.3.F",21
1357,True,5,438,"2018-12-21 02:07:54.872141",True,"2.3.F",1
1358,True,526,9589,"2019-03-06 17:44:34.31382",True,"2.3.F",5
1359,True,0,218,"2018-12-21 02:07:55.009614",True,"2.3.F",4
1360,True,8,600,"2018-12-21 02:07:55.116608",True,"2.3.F",33
